Código do Município (IBGE);Município;Ano;População Total Urbana;Volume de esgoto produzido - 1000 m³;Volume de esgotos coletado - 1000 m³;Volume de esgotos tratado - 1000 m³
5212253.0;Lagoa Santa;2001;836;39.67;0.0;0.0
5212303.0;Leopoldo de Bulhões;2001;7030;333.57;0.0;0.0
5212501.0;Luziânia;2001;134038;6360.1;0.0;0.0
5212600.0;Mairipotaba;2001;2140;101.54;0.0;0.0
5212709.0;Mambaí;2001;4447;211.01;0.0;0.0
5212808.0;Mara Rosa;2001;10688;507.15;41.35;41.36
5212907.0;Marzagão;2001;1791;84.98;0.0;0.0
5212956.0;Matrinchã;2001;4153;197.06;0.0;0.0
5213004.0;Maurilândia;2001;8301;393.88;0.0;0.0
5213053.0;Mimoso de Goiás;2001;2423;114.97;0.0;0.0
5213087.0;Minaçu;2001;30484;1446.47;63.36;63.36
5213103.0;Mineiros;2001;35963;1706.44;0.0;0.0
5213400.0;Moiporá;2001;1801;85.46;0.0;0.0
5213509.0;Monte Alegre de Goiás;2001;6118;290.3;0.0;0.0
5213707.0;Montes Claros de Goiás;2001;7168;340.12;0.0;0.0
5213756.0;Montividiu;2001;7196;341.45;0.0;0.0
5213772.0;Montividiu do Norte;2001;3566;169.21;0.0;0.0
5213806.0;Morrinhos;2001;33820;1604.76;358.44;0.0
5213855.0;Morro Agudo de Goiás;2001;2245;106.53;0.0;0.0
5213905.0;Mossâmedes;2001;5105;242.23;0.0;0.0
5214002.0;Mozarlândia;2001;10146;481.43;0.0;0.0
5214051.0;Mundo Novo;2001;7636;362.33;0.0;0.0
5214101.0;Mutunópolis;2001;3561;168.97;0.0;0.0
5214408.0;Nazário;2001;6051;287.12;0.0;0.0
5214507.0;Nerópolis;2001;17389;825.11;0.0;0.0
5214606.0;Niquelândia;2001;34595;1641.53;5.5;0.0
5214705.0;Nova América;2001;1989;94.38;0.0;0.0
5214804.0;Nova Aurora;2001;1746;82.85;0.0;0.0
5214838.0;Nova Crixás;2001;9986;473.84;0.0;0.0
5214861.0;Nova Glória;2001;8127;385.63;0.0;0.0
5214879.0;Nova Iguaçu de Goiás;2001;2416;114.64;0.0;0.0
5214903.0;Nova Roma;2001;3224;152.98;0.0;0.0
5215009.0;Nova Veneza;2001;5907;280.29;0.0;0.0
5215207.0;Novo Brasil;2001;3710;176.04;0.0;0.0
5215231.0;Novo Gama;2001;70382;3339.63;0.0;0.0
5215256.0;Novo Planalto;2001;2984;141.59;0.0;0.0
5215306.0;Orizona;2001;11849;562.24;0.0;0.0
5215405.0;Ouro Verde de Goiás;2001;3930;186.48;0.0;0.0
5215504.0;Ouvidor;2001;3905;185.29;0.0;0.0
5215603.0;Padre Bernardo;2001;19961;947.15;0.0;0.0
5215652.0;Palestina de Goiás;2001;3003;142.49;0.0;0.0
5215702.0;Palmeiras de Goiás;2001;16133;765.51;0.0;0.0
5215801.0;Palmelo;2001;2106;99.93;0.0;0.0
5215900.0;Palminópolis;2001;3217;152.65;0.0;0.0
5216007.0;Panamá;2001;2538;120.43;0.0;0.0
5216304.0;Paranaiguara;2001;7465;354.21;0.0;0.0
5216403.0;Paraúna;2001;9865;468.09;0.0;0.0
5216452.0;Perolândia;2001;2662;126.31;0.0;0.0
5216809.0;Petrolina de Goiás;2001;9333;442.85;0.0;0.0
5216908.0;Pilar de Goiás;2001;2850;135.23;0.0;0.0
5217104.0;Piracanjuba;2001;21374;1014.2;0.0;0.0
5217203.0;Piranhas;2001;11029;523.33;0.0;0.0
5217302.0;Pirenópolis;2001;19155;908.9;0.0;0.0
5217401.0;Pires do Rio;2001;24017;1139.61;290.52;290.52
5217609.0;Planaltina;2001;70319;3336.64;0.0;0.0
5217708.0;Pontalina;2001;15080;715.55;0.0;0.0
5218003.0;Porangatu;2001;35841;1700.66;0.0;0.0
5218052.0;Porteirão;2001;2572;122.04;0.0;0.0
5218102.0;Portelândia;2001;3410;161.8;0.0;0.0
5218300.0;Posse;2001;23529;1116.45;0.0;0.0
5218391.0;Professor Jamil;2001;3131;148.57;0.0;0.0
5218508.0;Quirinópolis;2001;33213;1575.96;1403.9;1403.9
5218607.0;Rialma;2001;9357;443.99;0.0;0.0
5218706.0;Rianápolis;2001;3955;187.66;0.0;0.0
5218789.0;Rio Quente;2001;2033;96.47;0.0;0.0
5218805.0;Rio Verde;2001;108193;5133.76;3093.39;3093.39
5218904.0;Rubiataba;2001;16482;782.07;0.0;0.0
5219001.0;Sanclerlândia;2001;6766;321.05;0.0;0.0
5219100.0;Santa Bárbara de Goiás;2001;4587;217.65;0.0;0.0
5219209.0;Santa Cruz de Goiás;2001;3152;149.56;0.0;0.0
5219258.0;Santa Fé de Goiás;2001;3747;177.8;0.0;0.0
5219308.0;Santa Helena de Goiás;2001;31327;1486.47;0.0;0.0
5219357.0;Santa Isabel;2001;3208;152.22;0.0;0.0
5219407.0;Santa Rita do Araguaia;2001;4647;220.5;0.0;0.0
5219456.0;Santa Rita do Novo Destino;2001;2763;131.1;0.0;0.0
5219506.0;Santa Rosa de Goiás;2001;3151;149.51;0.0;0.0
5219605.0;Santa Tereza de Goiás;2001;4193;198.96;0.0;0.0
5219704.0;Santa Terezinha de Goiás;2001;10325;489.92;0.0;0.0
5219712.0;Santo Antônio da Barra;2001;3747;177.8;0.0;0.0
5219738.0;Santo Antônio de Goiás;2001;2925;138.79;0.0;0.0
5219753.0;Santo Antônio do Descoberto;2001;50895;2414.97;0.0;0.0
5219803.0;São Domingos;2001;8591;407.64;0.0;0.0
5219902.0;São Francisco de Goiás;2001;5419;257.13;0.0;0.0
5220009.0;São João d'Aliança;2001;6421;304.68;0.0;0.0
5220058.0;São João da Paraúna;2001;1843;87.45;0.0;0.0
0.0;São Luis de Montes Belos;2001;23946;1136.24;0.0;0.0
5220157.0;São Luiz do Norte;2001;3705;175.8;0.0;0.0
5220207.0;São Miguel do Araguaia;2001;20943;993.75;0.0;0.0
5220264.0;São Miguel do Passa Quatro;2001;3209;152.27;0.0;0.0
5220280.0;São Patrício;2001;1660;78.77;0.0;0.0
5220405.0;São Simão;2001;12469;591.65;0.0;0.0
5220454.0;Senador Canedo;2001;51116;2425.45;0.0;0.0
5220504.0;Serranópolis;2001;5666;268.85;0.0;0.0
5220603.0;Silvânia;2001;16240;770.59;0.0;0.0
5220686.0;Simolândia;2001;5681;269.56;0.0;0.0
5220702.0;Sítio d'Abadia;2001;2413;114.5;0.0;0.0
5221007.0;Taquaral de Goiás;2001;3153;149.61;0.0;0.0
5221080.0;Teresina de Goiás;2001;2473;117.34;0.0;0.0
5221197.0;Terezópolis de Goiás;2001;4758;225.77;0.0;0.0
5221304.0;Três Ranchos;2001;2612;123.94;0.0;0.0
5221403.0;Trindade;2001;76967;3652.08;1467.8;1467.81
5221452.0;Trombas;2001;3028;143.68;0.0;0.0
5221502.0;Turvânia;2001;4600;218.27;0.0;0.0
5221551.0;Turvelândia;2001;3304;156.77;0.0;0.0
5221577.0;Uirapuru;2001;2743;130.16;0.0;0.0
5221601.0;Uruaçu;2001;30214;1433.65;0.0;0.0
5221700.0;Uruana;2001;12608;598.25;31.64;0.0
5221809.0;Urutaí;2001;2832;134.38;0.0;0.0
5221858.0;Valparaíso de Goiás;2001;89921;4266.75;907.92;907.91
5221908.0;Varjão;2001;3162;150.04;0.0;0.0
5222005.0;Vianópolis;2001;10442;495.47;0.0;0.0
5222054.0;Vicentinópolis;2001;5510;261.45;0.0;0.0
5222203.0;Vila Boa;2001;3016;143.11;0.0;0.0
5222302.0;Vila Propício;2001;4128;195.87;0.0;0.0
5200050.0;Abadia de Goiás;2002;4889;231.98;0.0;0.0
5200100.0;Abadiânia;2002;10729;509.09;0.0;0.0
5200134.0;Acreúna;2002;17330;822.31;0.0;0.0
5200159.0;Adelândia;2002;2243;106.43;0.0;0.0
5200175.0;Água Fria de Goiás;2002;4128;195.87;0.0;0.0
5200209.0;Água Limpa;2002;2036;96.61;0.0;0.0
5200258.0;Águas Lindas de Goiás;2002;111715;5300.88;0.0;0.0
5200308.0;Alexânia;2002;18779;891.06;0.0;0.0
5200506.0;Aloândia;2002;1947;92.39;0.0;0.0
5200555.0;Alto Horizonte;2002;2394;113.6;0.0;0.0
5200605.0;Alto Paraíso de Goiás;2002;5959;282.75;0.0;0.0
5200803.0;Alvorada do Norte;2002;6858;325.41;0.0;0.0
5200829.0;Amaralina;2002;2788;132.29;0.0;0.0
5200852.0;Americano do Brasil;2002;4467;211.96;0.0;0.0
5200902.0;Amorinópolis;2002;3688;175.0;0.0;0.0
5201108.0;Anápolis;2002;264978;12573.21;6906.5;6906.5
5201207.0;Anhanguera;2002;812;38.53;0.0;0.0
5201306.0;Anicuns;2002;17036;808.36;185.1;185.1
5201405.0;Aparecida de Goiânia;2002;333727;15835.35;3031.2;2606.8
5201454.0;Aparecida do Rio Doce;2002;2267;107.57;0.0;0.0
5201504.0;Aporé;2002;3115;147.81;0.0;0.0
5201603.0;Araçu;2002;3809;180.74;0.0;0.0
5201702.0;Aragarças;2002;15522;736.52;0.0;0.0
5201801.0;Aragoiânia;2002;6132;290.96;0.0;0.0
5202155.0;Araguapaz;2002;6588;312.6;98.1;98.1
5202353.0;Arenópolis;2002;3582;169.97;0.0;0.0
5202502.0;Aruanã;2002;4635;219.93;0.0;0.0
5202601.0;Aurilândia;2002;3818;181.16;0.0;0.0
5202809.0;Avelinópolis;2002;2296;108.95;0.0;0.0
5203104.0;Baliza;2002;1696;80.48;0.0;0.0
5203203.0;Barro Alto;2002;5454;258.79;0.0;0.0
5203302.0;Bela Vista de Goiás;2002;18072;857.52;0.0;0.0
5203401.0;Bom Jardim de Goiás;2002;7299;346.34;0.0;0.0
5203500.0;Bom Jesus de Goiás;2002;15135;718.16;0.0;0.0
5203559.0;Bonfinópolis;2002;5218;247.59;0.0;0.0
5203575.0;Bonópolis;2002;2339;110.99;0.0;0.0
5203609.0;Brazabrantes;2002;2585;122.66;0.0;0.0
5203807.0;Britânia;2002;4879;231.51;0.0;0.0
5203906.0;Buriti Alegre;2002;7866;373.24;0.0;0.0
5203939.0;Buriti de Goiás;2002;2515;119.34;0.0;0.0
5203962.0;Buritinópolis;2002;3116;147.85;0.0;0.0
5204003.0;Cabeceiras;2002;6157;292.15;0.0;0.0
5204102.0;Cachoeira Alta;2002;7814;370.77;0.0;0.0
5204201.0;Cachoeira de Goiás;2002;1364;64.72;0.0;0.0
5204250.0;Cachoeira Dourada;2002;7701;365.41;0.0;0.0
5204300.0;Caçu;2002;9424;447.17;0.0;0.0
5204409.0;Caiapônia;2002;13391;635.4;335.9;335.9
5204508.0;Caldas Novas;2002;49682;2357.41;0.0;0.0
5204557.0;Caldazinha;2002;2756;130.77;0.0;0.0
5204607.0;Campestre de Goiás;2002;3021;143.35;0.0;0.0
5204656.0;Campinaçu;2002;3199;151.79;0.0;0.0
5204706.0;Campinorte;2002;8967;425.48;0.0;0.0
5204805.0;Campo Alegre de Goiás;2002;4086;193.88;0.0;0.0
5204854.0;Campo Limpo de Goiás;2002;4386;208.12;0.0;0.0
5204904.0;Campos Belos;2002;15828;751.04;0.0;0.0
5204953.0;Campos Verdes;2002;5642;267.71;0.0;0.0
5205000.0;Carmo do Rio Verde;2002;7068;335.38;0.0;0.0
5205059.0;Castelândia;2002;3651;173.24;0.0;0.0
5205109.0;Catalão;2002;59965;2845.34;0.0;0.0
5205208.0;Caturaí;2002;3946;187.24;0.0;0.0
5205307.0;Cavalcante;2002;8450;400.95;0.0;0.0
5205406.0;Ceres;2002;17397;825.49;0.0;0.0
5205455.0;Cezarina;2002;6027;285.98;0.0;0.0
5205471.0;Chapadão do Céu;2002;3812;180.88;0.0;0.0
5205497.0;Cidade Ocidental;2002;38616;1832.33;929.4;929.4
5205513.0;Cocalzinho de Goiás;2002;14016;665.06;0.0;0.0
5205521.0;Colinas do Sul;2002;3388;160.76;0.0;0.0
5205703.0;Córrego do Ouro;2002;2624;124.51;0.0;0.0
5205802.0;Corumbá de Goiás;2002;8810;418.03;0.0;0.0
5205901.0;Corumbaíba;2002;6222;295.23;0.0;0.0
5206206.0;Cristalina;2002;32546;1544.31;0.0;0.0
5206305.0;Cristianópolis;2002;2743;130.16;0.0;0.0
5206404.0;Crixás;2002;12382;587.53;0.0;0.0
5206503.0;Cromínia;2002;3354;159.15;0.0;0.0
5206602.0;Cumari;2002;2845;135.0;0.0;0.0
5206701.0;Damianópolis;2002;2911;138.13;0.0;0.0
5206800.0;Damolândia;2002;2319;110.04;0.0;0.0
5206909.0;Davinópolis;2002;1902;90.25;0.0;0.0
5207105.0;Diorama;2002;2229;105.77;0.0;0.0
5208301.0;Divinópolis de Goiás;2002;4697;222.87;0.0;0.0
5207253.0;Doverlândia;2002;7412;351.7;0.0;0.0
5207352.0;Edealina;2002;3388;160.76;0.0;0.0
5207402.0;Edéia;2002;9463;449.02;0.0;0.0
5207501.0;Estrela do Norte;2002;3069;145.62;0.0;0.0
5207535.0;Faina;2002;6587;312.55;0.0;0.0
5207600.0;Fazenda Nova;2002;6390;303.21;0.0;0.0
5207808.0;Firminópolis;2002;8975;425.86;0.0;0.0
5207907.0;Flores de Goiás;2002;7248;343.92;0.0;0.0
5208004.0;Formosa;2002;74529;3536.4;0.0;0.0
5208103.0;Formoso;2002;4937;234.26;0.0;0.0
5208152.0;Gameleira de Goiás;2002;2399;113.83;0.0;0.0
5208400.0;Goianápolis;2002;10287;488.12;0.0;0.0
5208509.0;Goiandira;2002;4408;209.16;0.0;0.0
5208608.0;Goianésia;2002;45455;2156.84;809.9;809.9
5208707.0;Goiânia;2002;1019621;48381.02;59242.7;4739.4
5208806.0;Goianira;2002;18384;872.32;0.0;0.0
5208905.0;Goiás;2002;24361;1155.93;0.0;0.0
5209101.0;Goiatuba;2002;28348;1345.11;228.6;0.0
5209150.0;Gouvelândia;2002;3595;170.58;0.0;0.0
5209200.0;Guapó;2002;12922;613.15;0.0;0.0
5209291.0;Guaraíta;2002;2535;120.29;0.0;0.0
5209408.0;Guarani de Goiás;2002;4046;191.98;0.0;0.0
5209457.0;Guarinos;2002;2403;114.02;0.0;0.0
5209606.0;Heitoraí;2002;3190;151.37;0.0;0.0
5209705.0;Hidrolândia;2002;12353;586.15;0.0;0.0
5209804.0;Hidrolina;2002;4024;190.94;0.0;0.0
5209903.0;Iaciara;2002;10338;490.54;0.0;0.0
5209937.0;Inaciolândia;2002;4783;226.95;0.0;0.0
5209952.0;Indiara;2002;11043;523.99;0.0;0.0
5210000.0;Inhumas;2002;40684;1930.46;649.2;649.2
5210109.0;Ipameri;2002;20779;985.96;0.0;0.0
5210158.0;Ipiranga de Goiás;2002;2529;120.0;0.0;0.0
5210208.0;Iporá;2002;28566;1355.46;0.0;0.0
5210307.0;Israelândia;2002;2645;125.51;0.0;0.0
5210406.0;Itaberaí;2002;25747;1221.7;23.0;0.0
5210562.0;Itaguari;2002;4016;190.56;0.0;0.0
5210604.0;Itaguaru;2002;4999;237.2;0.0;0.0
5210802.0;Itajá;2002;5173;245.46;0.0;0.0
5210901.0;Itapaci;2002;12821;608.36;0.0;0.0
5211008.0;Itapirapuã;2002;10144;481.33;0.0;0.0
5211206.0;Itapuranga;2002;23812;1129.88;0.0;0.0
5211305.0;Itarumã;2002;4838;229.56;0.0;0.0
5211404.0;Itauçu;2002;7397;350.99;0.0;0.0
5211503.0;Itumbiara;2002;74825;3550.45;2579.5;0.0
5211602.0;Ivolândia;2002;2696;127.93;0.0;0.0
5211701.0;Jandaia;2002;5700;270.47;0.0;0.0
5211800.0;Jaraguá;2002;31020;1471.9;0.0;0.0
5211909.0;Jataí;2002;70558;3347.98;2220.1;2220.1
5212006.0;Jaupaci;2002;2847;135.09;0.0;0.0
5212055.0;Jesúpolis;2002;1922;91.2;0.0;0.0
5212105.0;Joviânia;2002;6324;300.07;0.0;0.0
5212204.0;Jussara;2002;17920;850.3;0.0;0.0
5212253.0;Lagoa Santa;2002;842;39.95;0.0;0.0
5212303.0;Leopoldo de Bulhões;2002;7085;336.18;0.0;0.0
5212501.0;Luziânia;2002;139252;6607.51;0.0;0.0
5212600.0;Mairipotaba;2002;2120;100.59;0.0;0.0
5212709.0;Mambaí;2002;4537;215.28;0.0;0.0
5212808.0;Mara Rosa;2002;10618;503.82;97.6;97.6
5212907.0;Marzagão;2002;1831;86.88;0.0;0.0
5212956.0;Matrinchã;2002;4204;199.48;0.0;0.0
5213004.0;Maurilândia;2002;8411;399.1;0.0;0.0
5213053.0;Mimoso de Goiás;2002;2348;111.41;0.0;0.0
5213087.0;Minaçu;2002;30595;1451.73;140.2;140.2
5213103.0;Mineiros;2002;36731;1742.89;0.0;0.0
5213400.0;Moiporá;2002;1782;84.56;0.0;0.0
5213509.0;Monte Alegre de Goiás;2002;6018;285.55;0.0;0.0
5213707.0;Montes Claros de Goiás;2002;7127;338.18;0.0;0.0
5213756.0;Montividiu;2002;7391;350.7;0.0;0.0
5213772.0;Montividiu do Norte;2002;3672;174.24;0.0;0.0
5213806.0;Morrinhos;2002;34233;1624.36;398.5;389.5
5213855.0;Morro Agudo de Goiás;2002;2240;106.29;0.0;0.0
5213905.0;Mossâmedes;2002;5006;237.53;0.0;0.0
5214002.0;Mozarlândia;2002;10310;489.21;0.0;0.0
5214051.0;Mundo Novo;2002;7821;371.11;0.0;0.0
5214101.0;Mutunópolis;2002;3553;168.59;0.0;0.0
5214408.0;Nazário;2002;6060;287.55;0.0;0.0
5214507.0;Nerópolis;2002;17835;846.27;0.0;0.0
5214606.0;Niquelândia;2002;34414;1632.94;5.5;0.0
5214705.0;Nova América;2002;2003;95.04;0.0;0.0
5214804.0;Nova Aurora;2002;1755;83.27;0.0;0.0
5214838.0;Nova Crixás;2002;9978;473.46;0.0;0.0
5214861.0;Nova Glória;2002;8158;387.1;0.0;0.0
5214879.0;Nova Iguaçu de Goiás;2002;2365;112.22;0.0;0.0
5214903.0;Nova Roma;2002;3166;150.23;0.0;0.0
5215009.0;Nova Veneza;2002;6059;287.5;0.0;0.0
5215207.0;Novo Brasil;2002;3657;173.52;0.0;0.0
5215231.0;Novo Gama;2002;72827;3455.64;0.0;0.0
5215256.0;Novo Planalto;2002;2916;138.36;0.0;0.0
5215306.0;Orizona;2002;11911;565.18;0.0;0.0
5215405.0;Ouro Verde de Goiás;2002;3953;187.57;0.0;0.0
5215504.0;Ouvidor;2002;3964;188.09;0.0;0.0
5215603.0;Padre Bernardo;2002;20377;966.89;0.0;0.0
5215652.0;Palestina de Goiás;2002;3011;142.87;0.0;0.0
5215702.0;Palmeiras de Goiás;2002;16317;774.24;0.0;0.0
5215801.0;Palmelo;2002;2120;100.59;0.0;0.0
5215900.0;Palminópolis;2002;3202;151.93;0.0;0.0
5216007.0;Panamá;2002;2558;121.38;0.0;0.0
5216304.0;Paranaiguara;2002;7531;357.35;0.0;0.0
5216403.0;Paraúna;2002;9972;473.17;0.0;0.0
5216452.0;Perolândia;2002;2777;131.77;0.0;0.0
5216809.0;Petrolina de Goiás;2002;9304;441.47;0.0;0.0
5216908.0;Pilar de Goiás;2002;2728;129.44;0.0;0.0
5217104.0;Piracanjuba;2002;21479;1019.18;0.0;0.0
5217203.0;Piranhas;2002;10994;521.67;0.0;0.0
5217302.0;Pirenópolis;2002;19181;910.14;0.0;0.0
5217401.0;Pires do Rio;2002;24460;1160.63;337.4;337.4
5217609.0;Planaltina;2002;72927;3460.39;0.0;0.0
5217708.0;Pontalina;2002;15160;719.34;0.0;0.0
5218003.0;Porangatu;2002;35965;1706.54;0.0;0.0
5218052.0;Porteirão;2002;2590;122.9;0.0;0.0
5218102.0;Portelândia;2002;3465;164.41;0.0;0.0
5218300.0;Posse;2002;23775;1128.12;0.0;0.0
5218391.0;Professor Jamil;2002;3182;150.99;0.0;0.0
5218508.0;Quirinópolis;2002;33391;1584.4;1510.2;1510.2
5218607.0;Rialma;2002;9465;449.11;0.0;0.0
5218706.0;Rianápolis;2002;3954;187.62;0.0;0.0
5218789.0;Rio Quente;2002;2132;101.16;0.0;0.0
5218805.0;Rio Verde;2002;110291;5233.31;3421.1;3421.1
5218904.0;Rubiataba;2002;16597;787.53;0.0;0.0
5219001.0;Sanclerlândia;2002;6832;324.18;0.0;0.0
5219100.0;Santa Bárbara de Goiás;2002;4679;222.02;0.0;0.0
5219209.0;Santa Cruz de Goiás;2002;3172;150.51;0.0;0.0
5219258.0;Santa Fé de Goiás;2002;3793;179.98;0.0;0.0
5219308.0;Santa Helena de Goiás;2002;31457;1492.63;0.0;0.0
5219357.0;Santa Isabel;2002;3187;151.22;0.0;0.0
5219407.0;Santa Rita do Araguaia;2002;4697;222.87;0.0;0.0
5219456.0;Santa Rita do Novo Destino;2002;2763;131.1;0.0;0.0
5219506.0;Santa Rosa de Goiás;2002;3121;148.09;0.0;0.0
5219605.0;Santa Tereza de Goiás;2002;4164;197.58;0.0;0.0
5219704.0;Santa Terezinha de Goiás;2002;9992;474.12;0.0;0.0
5219712.0;Santo Antônio da Barra;2002;3807;180.64;0.0;0.0
5219738.0;Santo Antônio de Goiás;2002;3016;143.11;0.0;0.0
5219753.0;Santo Antônio do Descoberto;2002;53822;2553.85;0.0;0.0
5219803.0;São Domingos;2002;8568;406.55;0.0;0.0
5219902.0;São Francisco de Goiás;2002;5447;258.46;0.0;0.0
5220009.0;São João d'Aliança;2002;6389;303.16;0.0;0.0
5220058.0;São João da Paraúna;2002;1855;88.02;0.0;0.0
0.0;São Luis de Montes Belos;2002;24076;1142.41;0.0;0.0
5220157.0;São Luiz do Norte;2002;3713;176.18;0.0;0.0
5220207.0;São Miguel do Araguaia;2002;21268;1009.17;146.7;146.7
5220264.0;São Miguel do Passa Quatro;2002;3268;155.07;0.0;0.0
5220280.0;São Patrício;2002;1659;78.72;0.0;0.0
5220405.0;São Simão;2002;12702;602.71;0.0;0.0
5220454.0;Senador Canedo;2002;53495;2538.34;0.0;0.0
5220504.0;Serranópolis;2002;5553;263.49;0.0;0.0
5220603.0;Silvânia;2002;16408;778.56;0.0;0.0
5220686.0;Simolândia;2002;5737;272.22;0.0;0.0
5220702.0;Sítio d'Abadia;2002;2408;114.26;0.0;0.0
5221007.0;Taquaral de Goiás;2002;3147;149.33;0.0;0.0
5221080.0;Teresina de Goiás;2002;2564;121.66;0.0;0.0
5221197.0;Terezópolis de Goiás;2002;4893;232.17;0.0;0.0
5221304.0;Três Ranchos;2002;2664;126.41;0.0;0.0
5221403.0;Trindade;2002;78937;3745.56;1597.4;1597.4
5221452.0;Trombas;2002;2987;141.73;0.0;0.0
5221502.0;Turvânia;2002;4587;217.65;0.0;0.0
5221551.0;Turvelândia;2002;3388;160.76;0.0;0.0
5221577.0;Uirapuru;2002;2759;130.91;0.0;0.0
5221601.0;Uruaçu;2002;30198;1432.9;0.0;0.0
5221700.0;Uruana;2002;12618;598.72;33.0;0.0
5221809.0;Urutaí;2002;2854;135.42;0.0;0.0
5221858.0;Valparaíso de Goiás;2002;93116;4418.35;993.7;993.7
5221908.0;Varjão;2002;3195;151.6;0.0;0.0
5222005.0;Vianópolis;2002;10627;504.25;0.0;0.0
5222054.0;Vicentinópolis;2002;5579;264.72;0.0;0.0
5222203.0;Vila Boa;2002;3052;144.82;0.0;0.0
5222302.0;Vila Propício;2002;4186;198.63;0.0;0.0
5200050.0;Abadia de Goiás;2003;5075;240.81;0.0;0.0
5200100.0;Abadiânia;2003;10910;517.68;0.0;0.0
5200134.0;Acreúna;2003;17704;840.05;0.0;0.0
5200159.0;Adelândia;2003;2254;106.95;0.0;0.0
5200175.0;Água Fria de Goiás;2003;4172;197.96;0.0;0.0
5200209.0;Água Limpa;2003;2059;97.7;0.0;0.0
5200258.0;Águas Lindas de Goiás;2003;119251;5658.46;0.0;0.0
5200308.0;Alexânia;2003;19094;906.01;0.0;0.0
5200506.0;Aloândia;2003;1959;92.95;0.0;0.0
5200555.0;Alto Horizonte;2003;2430;115.3;0.0;0.0
5200605.0;Alto Paraíso de Goiás;2003;6135;291.11;0.0;0.0
5200803.0;Alvorada do Norte;2003;6872;326.08;10.1;0.0
5200829.0;Amaralina;2003;2793;132.53;0.0;0.0
5200852.0;Americano do Brasil;2003;4473;212.24;0.0;0.0
5200902.0;Amorinópolis;2003;3663;173.81;0.0;0.0
5201108.0;Anápolis;2003;269204;12773.73;6472.3;6472.3
5201207.0;Anhanguera;2003;815;38.67;0.0;0.0
5201306.0;Anicuns;2003;17085;810.68;230.8;230.8
5201405.0;Aparecida de Goiânia;2003;347649;16495.95;2927.9;2518.0
5201454.0;Aparecida do Rio Doce;2003;2313;109.75;0.0;0.0
5201504.0;Aporé;2003;3126;148.33;0.0;0.0
5201603.0;Araçu;2003;3847;182.54;0.0;0.0
5201702.0;Aragarças;2003;15773;748.43;0.0;0.0
5201801.0;Aragoiânia;2003;6285;298.22;0.0;0.0
5202155.0;Araguapaz;2003;6583;312.36;142.1;142.1
5202353.0;Arenópolis;2003;3569;169.35;0.0;0.0
5202502.0;Aruanã;2003;4651;220.69;0.0;0.0
5202601.0;Aurilândia;2003;3815;181.02;0.0;0.0
5202809.0;Avelinópolis;2003;2311;109.66;0.0;0.0
5203104.0;Baliza;2003;1533;72.74;0.0;0.0
5203203.0;Barro Alto;2003;5365;254.57;0.0;0.0
5203302.0;Bela Vista de Goiás;2003;18411;873.6;0.0;0.0
5203401.0;Bom Jardim de Goiás;2003;7307;346.72;0.0;0.0
5203500.0;Bom Jesus de Goiás;2003;15347;728.22;0.0;0.0
5203559.0;Bonfinópolis;2003;5397;256.09;0.0;0.0
5203575.0;Bonópolis;2003;2335;110.8;0.0;0.0
5203609.0;Brazabrantes;2003;2624;124.51;0.0;0.0
5203807.0;Britânia;2003;4931;233.98;0.0;0.0
5203906.0;Buriti Alegre;2003;7865;373.19;0.0;0.0
5203939.0;Buriti de Goiás;2003;2568;121.85;0.0;0.0
5203962.0;Buritinópolis;2003;3146;149.28;0.0;0.0
5204003.0;Cabeceiras;2003;6183;293.38;0.0;0.0
5204102.0;Cachoeira Alta;2003;7818;370.96;0.0;0.0
5204201.0;Cachoeira de Goiás;2003;1369;64.96;0.0;0.0
5204250.0;Cachoeira Dourada;2003;7703;365.51;0.0;0.0
5204300.0;Caçu;2003;9366;444.42;0.0;0.0
5204409.0;Caiapônia;2003;13459;638.63;302.9;302.9
5204508.0;Caldas Novas;2003;51931;2464.13;0.0;0.0
5204557.0;Caldazinha;2003;2836;134.57;0.0;0.0
5204607.0;Campestre de Goiás;2003;3096;146.91;0.0;0.0
5204656.0;Campinaçu;2003;3131;148.57;0.0;0.0
5204706.0;Campinorte;2003;9089;431.27;0.0;0.0
5204805.0;Campo Alegre de Goiás;2003;4086;193.88;0.0;0.0
5204854.0;Campo Limpo de Goiás;2003;4455;211.39;0.0;0.0
5204904.0;Campos Belos;2003;16031;760.67;0.0;0.0
5204953.0;Campos Verdes;2003;4884;231.75;0.0;0.0
5205000.0;Carmo do Rio Verde;2003;7021;333.15;0.0;0.0
5205059.0;Castelândia;2003;3719;176.47;0.0;0.0
5205109.0;Catalão;2003;60896;2889.52;384.2;384.2
5205208.0;Caturaí;2003;3963;188.04;0.0;0.0
5205307.0;Cavalcante;2003;8537;405.08;0.0;0.0
5205406.0;Ceres;2003;17345;823.02;0.0;0.0
5205455.0;Cezarina;2003;6095;289.21;0.0;0.0
5205471.0;Chapadão do Céu;2003;3998;189.71;0.0;0.0
5205497.0;Cidade Ocidental;2003;39618;1879.87;855.3;855.3
5205513.0;Cocalzinho de Goiás;2003;14392;682.9;0.0;0.0
5205521.0;Colinas do Sul;2003;3410;161.8;0.0;0.0
5205703.0;Córrego do Ouro;2003;2596;123.18;0.0;0.0
5205802.0;Corumbá de Goiás;2003;8843;419.6;0.0;0.0
5205901.0;Corumbaíba;2003;6322;299.98;0.0;0.0
